,name,api_keyword,business_status,place_id,lat,lng,rating,user_ratings_total,types,vicinity,price_level
1535,Hôtel Orphée,hotel,OPERATIONAL,ChIJp3moMbFx5kcRN9wT86mBTII,48.8400051,2.3613082,4.3,112,"['lodging', 'point_of_interest', 'establishment']","4 Bd Saint-Marcel, Paris",
1536,Hôtel Dechampaigne,hotel,OPERATIONAL,ChIJw2QNeB9u5kcRND9KnVecb5k,48.8587668,2.3452823,4.0,417,"['lodging', 'point_of_interest', 'establishment']","17 Rue Jean Lantier, Paris",
1537,Hôtel Claret Bercy,hotel,OPERATIONAL,ChIJ5ZsFrhZy5kcRqzuGyYue67I,48.8398893,2.3816318,3.2,650,"['lodging', 'point_of_interest', 'establishment']","44 Bd de Bercy, Paris",
1538,Hotel du Globe,hotel,OPERATIONAL,ChIJcdLI_xlu5kcR2XqNURdJhiM,48.8662891,2.3508679,2.7,355,"['bar', 'lodging', 'point_of_interest', 'establishment']","197 Rue Saint-Denis, Paris",
1539,Hôtel Libertel Austerlitz Jardin des Plantes,hotel,OPERATIONAL,ChIJe-udXPZx5kcRKURHNFv5BSw,48.8423585,2.3632483,4.0,636,"['lodging', 'point_of_interest', 'establishment']","12 Bd de l'Hôpital, Paris",
1540,ibis Styles Paris Bercy,hotel,OPERATIONAL,ChIJL7xAkhZy5kcR2X7eLNO7kCw,48.8383522,2.3810212,3.8,3454,"['lodging', 'point_of_interest', 'establishment']","77 Rue de Bercy, Paris",
1541,Timhotel Paris Place d'Italie,hotel,OPERATIONAL,ChIJKam8O4xx5kcRfSzL-gS77F0,48.8316025,2.3573687,3.9,593,"['lodging', 'point_of_interest', 'establishment']","178 Bd Vincent Auriol, Paris",
1542,The People Paris Marais,hotel,OPERATIONAL,ChIJjRraPPlx5kcRHCEo0fZXGmU,48.8501827,2.3629828,4.0,415,"['lodging', 'point_of_interest', 'establishment']","17 Bd Morland, Paris",
1543,Le Petit Beaumarchais Hotel & Spa,hotel,OPERATIONAL,ChIJX-TTbgBy5kcRjR3c7YdFQno,48.8547494,2.3691443,4.6,365,"['spa', 'lodging', 'bar', 'point_of_interest', 'establishment']","8 Bd Beaumarchais, Paris",
1544,Hôtel Georgette,hotel,OPERATIONAL,ChIJZ6OWsRtu5kcRuyOkJ6_e06E,48.86329139999999,2.35263,4.4,258,"['lodging', 'point_of_interest', 'establishment']","36 Rue du Grenier-Saint-Lazare, Paris",
1545,SO/ PARIS,hotel,OPERATIONAL,ChIJF--ICnFx5kcRp5l7I78w3LM,48.8500072,2.3624566,4.1,172,"['lodging', 'point_of_interest', 'establishment']","10 Rue Agrippa d'Aubigné, Paris",
1546,Home Latin,hotel,OPERATIONAL,ChIJMWNDIudx5kcRupjNdNDYKkw,48.849954,2.3462512,3.5,433,"['lodging', 'point_of_interest', 'establishment']","15-17 Rue du Sommerard, Paris",
1547,Tiquetonne,hotel,OPERATIONAL,ChIJz1Q5lxlu5kcRtjvkIsUVZJc,48.8645361,2.349576,3.8,461,"['lodging', 'point_of_interest', 'establishment']","6 Rue Tiquetonne, Paris",
1548,Hôtel Campanile Paris Bercy Village,hotel,OPERATIONAL,ChIJOZIp44m8tRIRJsrQU-CBbEM,48.8351115,2.387644,4.0,2231,"['lodging', 'point_of_interest', 'establishment']","17 Rue Baron le Roy, Paris",
1549,Hôtel Le Compostelle,hotel,OPERATIONAL,ChIJOay4ogJu5kcR6qaVUZpvdWE,48.8565063,2.3570832,4.0,184,"['lodging', 'point_of_interest', 'establishment']","31 Rue du Roi de Sicile, Paris",
1550,Le Terrage,hotel,OPERATIONAL,ChIJ83ZCZnNu5kcR62Dr9zeiBx8,48.8774273,2.3624331,3.1,181,"['lodging', 'point_of_interest', 'establishment']","25 Rue du Terrage, Paris",
1551,La Chambre du Marais,hotel,OPERATIONAL,ChIJuWufywVu5kcR7XOAEi3UpkA,48.8635816,2.3608621,4.8,197,"['lodging', 'bar', 'night_club', 'point_of_interest', 'establishment']","87 Rue des Archives, Paris",
1552,Hotel Marignan,hotel,OPERATIONAL,ChIJ-QeAH-dx5kcRG-Y-drVxp3U,48.8498849,2.3465736,4.1,513,"['lodging', 'point_of_interest', 'establishment']","13 Rue du Sommerard, Paris",
1553,International Youth Hostel,hotel,OPERATIONAL,ChIJxZN0lwhy5kcRrnHrm3kye2k,48.8510699,2.3787559,3.0,1334,"['lodging', 'point_of_interest', 'establishment']","75011, 10 Rue Trousseau, Paris",
1554,Hôtel Mary's République,hotel,OPERATIONAL,ChIJQT6zbf1t5kcRibUc0YDLVSc,48.8640736,2.3686478,3.6,679,"['lodging', 'point_of_interest', 'establishment']","15 Rue de Malte, Paris",
1555,Hôtel Victoria Châtelet,hotel,OPERATIONAL,ChIJ07lnuh9u5kcRGSUdGsEQWig,48.8578376,2.3468227,4.2,216,"['lodging', 'point_of_interest', 'establishment']","17 Av. Victoria, Paris",
1556,Le Citizen Hotel,hotel,OPERATIONAL,ChIJwwOQ3Ldv5kcR1JufGtdhxlc,48.8732248,2.3643512,4.5,123,"['lodging', 'point_of_interest', 'establishment']","96 Quai de Jemmapes, Paris",
1557,citizenM Paris Gare de Lyon hotel,hotel,OPERATIONAL,ChIJfVZVfRty5kcRs0bj4UTjj6o,48.84341630000001,2.3716691,4.4,2689,"['lodging', 'point_of_interest', 'establishment']","8 Rue Van Gogh, Paris",
1558,Hôtel Europe Saint-Séverin,hotel,OPERATIONAL,ChIJYRE_nuBx5kcRLJMcebvxJwc,48.85275180000001,2.3443131,4.3,837,"['lodging', 'point_of_interest', 'establishment']","38-40 Rue Saint-Séverin, Paris",
1559,Hôtel Mercure Paris Gare de Lyon TGV,hotel,OPERATIONAL,ChIJpeRfRBty5kcRTx3iMe3DsPE,48.8444773,2.3727317,3.9,1665,"['lodging', 'point_of_interest', 'establishment']","2 Pl. Louis-Armand, Paris",
1560,Les Patios du Marais,hotel,OPERATIONAL,ChIJHQTSMQVu5kcRNhATC67wVaY,48.8639088,2.356665,3.7,612,"['lodging', 'point_of_interest', 'establishment']","26 Rue des Gravilliers, Paris",
1561,Hôtel Marceau Bastille,hotel,OPERATIONAL,ChIJ9flisANy5kcRmqA_SDN39P0,48.8489923,2.3698894,4.4,473,"['lodging', 'point_of_interest', 'establishment']","13 Rue Jules César, Paris",
1562,Hôtel 4 étoiles Parc Saint-Séverin Paris 5ème - Esprit de France,hotel,OPERATIONAL,ChIJ9--kuuBx5kcRojwQ1yEK2cY,48.85184049999999,2.3448082,4.7,243,"['lodging', 'point_of_interest', 'establishment']","22 Rue de la Parcheminerie, Paris",
1563,Albe Hotel,hotel,OPERATIONAL,ChIJ8R5-hOBx5kcRsCOdfj8GLeY,48.8530901,2.3447174,4.5,449,"['lodging', 'point_of_interest', 'establishment']","1 Rue de la Harpe, Paris",
1564,Hotel Agora,hotel,OPERATIONAL,ChIJQ6aQMxlu5kcRuivOqgDdSPY,48.8613423,2.3486873,3.2,248,"['lodging', 'point_of_interest', 'establishment']","7 Rue de la Cossonnerie, Paris",
1565,Hotel Des Deux-Iles,hotel,OPERATIONAL,ChIJXwkKNuNx5kcRKzpgKCjT-9E,48.8523611,2.3549598,4.6,123,"['lodging', 'point_of_interest', 'establishment']","59 Rue Saint-Louis en l'Île, Paris",
1566,Hôtel du Jardin des Plantes,hotel,OPERATIONAL,ChIJG8ciKPBx5kcRoWy6k_L1Yqw,48.8439203,2.3547106,3.9,281,"['lodging', 'point_of_interest', 'establishment']","5 Rue Linné, Paris",
1567,Hôtel Dupond-Smith,hotel,OPERATIONAL,ChIJWQ3QwgJu5kcRa80_dPMcbD0,48.8580136,2.3573122,4.7,125,"['lodging', 'point_of_interest', 'establishment']","2 Rue des Guillemites, Paris",
1568,Hotel Bellevue et du Chariot D'Or,hotel,OPERATIONAL,ChIJb2hHQhpu5kcR2e4vb3jOHAE,48.8647843,2.3526064,3.8,286,"['lodging', 'point_of_interest', 'establishment']","39 R. de Turbigo, Paris",
1569,Hôtel Duo,hotel,OPERATIONAL,ChIJWU9CqB1u5kcR5P1F2SMoJmc,48.8581126,2.3529277,4.3,380,"['gym', 'night_club', 'bar', 'spa', 'lodging', 'health', 'point_of_interest', 'establishment']","11 Rue du Temple, Paris",
1570,LA PLANQUE HOTEL,hotel,OPERATIONAL,ChIJBQmMluFt5kcRs344PiEqC4A,48.8718563,2.3701047,4.6,234,"['lodging', 'point_of_interest', 'establishment']","3 Rue Arthur Groussier, Paris",
1571,Beaubourg,hotel,OPERATIONAL,ChIJGVgpZwNv5kcR56j6PB3a_Yc,48.8643666,2.3553502,2.6,9,"['lodging', 'point_of_interest', 'establishment']","82 Rue Beaubourg, Paris",
1572,Novotel Paris Centre Bercy,hotel,OPERATIONAL,ChIJA6ux6xZy5kcRJXobZ6vyNXg,48.8386537,2.380449,4.3,1513,"['lodging', 'point_of_interest', 'establishment']","85 Rue de Bercy, Paris",
1573,Courtyard by Marriott Paris Gare de Lyon,hotel,OPERATIONAL,ChIJ6X3RqBxy5kcRBzzozFVpWno,48.84512669999999,2.3712969,4.4,1032,"['lodging', 'point_of_interest', 'establishment']","209-211 Rue de Bercy, Paris",
1574,Le Pavillon de la Reine,hotel,OPERATIONAL,ChIJowDQ3_9x5kcRTtwZxXwH_kQ,48.85627299999999,2.366041,4.5,436,"['parking', 'bar', 'spa', 'lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']","28 Pl. des Vosges, Paris",
1575,Arabic Restaurant Lebnanes,restaurant,OPERATIONAL,ChIJN3u7zPpv5kcR5LK9LVLVPdg,48.8656895,2.288813,3.8,28,"['restaurant', 'food', 'point_of_interest', 'establishment']","98 Av. Kléber, Paris",
1576,Bustronome,restaurant,OPERATIONAL,ChIJCbYeGexv5kcRylQGLVwJgCs,48.87276680000001,2.2938837,4.6,742,"['restaurant', 'food', 'point_of_interest', 'establishment']","2 Av. Kléber, Paris",3
1577,Restaurant,restaurant,OPERATIONAL,ChIJ5arrblRv5kcRrUkvP-ESvQc,48.8710319,2.2923369,4.7,3,"['restaurant', 'food', 'point_of_interest', 'establishment']","26 Av. Kléber, Paris",
1578,Angelo Restaurant,restaurant,OPERATIONAL,ChIJ63YZEXpv5kcRZyEYHR9xMvM,48.8679611,2.2981024,4.7,137,"['restaurant', 'food', 'point_of_interest', 'establishment']","41 Rue de Chaillot, Paris",
1579,Balilli,restaurant,OPERATIONAL,ChIJrRRttudv5kcRSz0j1g6zLXM,48.8659077,2.2979115,4.5,386,"['restaurant', 'food', 'point_of_interest', 'establishment']","15 Rue Goethe, Paris",
1580,Hansan..Restaurant,restaurant,OPERATIONAL,ChIJRxEf_VZl5kcRyrVy3OJW3pE,48.8651298,2.2742614,3.8,79,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","192 Av. Victor Hugo, Paris",3
1581,Waknine,restaurant,OPERATIONAL,ChIJs1zYceZv5kcRrmSBZei6Inw,48.8655898,2.2953248,4.3,256,"['restaurant', 'food', 'point_of_interest', 'establishment']","9 Av. Pierre 1er de Serbie, Paris",
1582,Restaurant L'Huîtrier,restaurant,OPERATIONAL,ChIJ82HGgJRv5kcR3zcqYAOmgM0,48.87976219999999,2.2962031,4.5,345,"['restaurant', 'food', 'point_of_interest', 'establishment']","16 Rue Saussier-Leroy, Paris",3
1583,Restaurant Petit Gris,restaurant,OPERATIONAL,ChIJualF1tBv5kcRTV1dJN2gvek,48.8842495,2.2943869,4.6,195,"['restaurant', 'food', 'point_of_interest', 'establishment']","67 Rue Rennequin, Paris",
1584,Le Restaurant Le V,restaurant,OPERATIONAL,ChIJpUHheOlv5kcRXIoc9eBAUiU,48.8719618,2.2978959,4.4,97,"['restaurant', 'food', 'point_of_interest', 'establishment']","25 Rue Vernet, Paris",
1585,Conti,restaurant,OPERATIONAL,ChIJKeaUH_Bv5kcRzsRmxuIEAmM,48.8685394,2.2891145,4.4,111,"['restaurant', 'food', 'point_of_interest', 'establishment']","72 Rue Lauriston, Paris",4
1586,Restaurant - Le Paris 17,restaurant,OPERATIONAL,ChIJrdVn241v5kcRP9t539L1QoI,48.881963,2.2885736,4.7,324,"['restaurant', 'food', 'point_of_interest', 'establishment']","41 Rue Guersant, Paris",2
1587,Restaurant Caïus,restaurant,OPERATIONAL,ChIJdWxZlZJv5kcRwaUmLUhfGA0,48.8774814,2.2920974,4.6,394,"['restaurant', 'food', 'point_of_interest', 'establishment']","6 Rue d'Armaillé, Paris",3
1588,Le Joy,restaurant,OPERATIONAL,ChIJgeAhDMJv5kcR4S12Eu3RY-M,48.8710897,2.3013355,4.4,190,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']","46 Av. George V, Paris",
1589,Victor,restaurant,OPERATIONAL,ChIJ7RK3mfpv5kcRklMG9hvgOkw,48.866913,2.2875443,4.4,617,"['restaurant', 'food', 'point_of_interest', 'establishment']","101 Bis Rue Lauriston, Paris",2
1590,Restaurant Oxte,restaurant,OPERATIONAL,ChIJCU_1nuxv5kcRmfS3m_h6mCg,48.87589939999999,2.2953807,4.6,469,"['restaurant', 'food', 'point_of_interest', 'establishment']","5 Rue Troyon, Paris",
1591,Restaurant DIEP,restaurant,OPERATIONAL,ChIJu9flycVv5kcRdQKnRQFbTh0,48.8695235,2.3030426,3.7,1239,"['restaurant', 'food', 'point_of_interest', 'establishment']","55 Rue Pierre Charron, Paris",3
1592,SILK PARIS Restaurant Lounge,restaurant,OPERATIONAL,ChIJr1v5iYJv5kcRr9UqStADjcg,48.8837759,2.2906921,4.6,243,"['restaurant', 'food', 'point_of_interest', 'establishment']","13b Rue Vernier, Paris",
1593,Restaurant de Sers,restaurant,OPERATIONAL,ChIJm6yXoMJv5kcRRGUGrq7DKmQ,48.868244,2.3003603,4.3,63,"['restaurant', 'food', 'point_of_interest', 'establishment']","41 Av. Pierre 1er de Serbie, Paris",
1594,"Le Relais du Parc, Restaurant and Terrace",restaurant,OPERATIONAL,ChIJZXChefpv5kcR2nn4M4TLnVw,48.86731169999999,2.285761,4.4,136,"['restaurant', 'food', 'point_of_interest', 'establishment']","55-57 Av. Raymond Poincaré, Paris",4
1595,Restaurant Chez Zhong,restaurant,OPERATIONAL,ChIJo8O-NuVv5kcRHh2k3WDssvI,48.8656711,2.2894489,4.1,549,"['restaurant', 'food', 'point_of_interest', 'establishment']","69 Av. Kléber, Paris",2
1596,Restaurant LE Drugstore,restaurant,OPERATIONAL,ChIJgfoVfI5v5kcRddBtmdEkm18,48.87251329999999,2.2970568,4.3,494,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']","133 Av. des Champs-Élysées, Paris",
1597,Le Coq,restaurant,OPERATIONAL,ChIJ86rCtf5v5kcRfZpg6Ccc9NY,48.8635475,2.2878919,3.9,2381,"['restaurant', 'food', 'point_of_interest', 'establishment']","2 Pl. du Trocadéro et du 11 Novembre, Paris",3
1598,Restaurant Helen,restaurant,OPERATIONAL,ChIJQYII-cBv5kcRK4u21uvRoFE,48.875053,2.304002,4.5,198,"['restaurant', 'food', 'point_of_interest', 'establishment']","3 Rue Berryer, Paris",4
1599,6 New-York,restaurant,OPERATIONAL,ChIJc5Ooeudv5kcRcdi78t9C8CE,48.8641911,2.2996676,4.5,703,"['restaurant', 'food', 'point_of_interest', 'establishment']","6 Av. de New York, Paris",3
1600,Il Grano,restaurant,OPERATIONAL,ChIJq6pm-Yxv5kcRTVc7Uz21_08,48.87969,2.2869801,4.6,1661,"['restaurant', 'food', 'point_of_interest', 'establishment']","212 Bis Bd Pereire, Paris",2
1601,GINGER Restaurant,restaurant,OPERATIONAL,ChIJi92O1cJv5kcRDZ__QzIYkQc,48.8673115,2.3031136,4.0,282,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","11 Rue de la Tremoille, Paris",
1602,Mayfair Garden,restaurant,OPERATIONAL,ChIJz_qvQu5v5kcR5-AeN9HpyY4,48.8648594,2.2896304,4.6,1612,"['restaurant', 'food', 'point_of_interest', 'establishment']","33 Rue de Longchamp, Paris",2
1603,Les Demoiselles Restaurant Café Paris 17,restaurant,OPERATIONAL,ChIJP1mKHr5v5kcRuQ5dR4pjJEs,48.8812074,2.3016923,4.4,656,"['restaurant', 'food', 'point_of_interest', 'establishment']","23 Rue Léon Jost, Paris",2
1604,Club 13 Restaurant / Projection,restaurant,OPERATIONAL,ChIJEfKYd8Bv5kcRMhP-sd0CYL8,48.8769551,2.3031395,4.4,134,"['restaurant', 'movie_theater', 'food', 'point_of_interest', 'establishment']","15 Av. Hoche, Paris",
1605,Monsieur Restaurant,restaurant,OPERATIONAL,ChIJMfkUJ8Jv5kcRcxLjpTUDV9E,48.8722583,2.3035365,4.3,103,"['restaurant', 'food', 'point_of_interest', 'establishment']","7 Rue de Berri, Paris",4
1606,BASSAR RESTAURANT,restaurant,OPERATIONAL,ChIJO_5vU9Fv5kcRDIpEqHWMQkA,48.8853205,2.2955136,4.3,420,"['restaurant', 'food', 'point_of_interest', 'establishment']","122 Av. de Villiers, Paris",
1607,Au Bon Accueil. Bar...brasserie. Restaurant,restaurant,OPERATIONAL,ChIJ-yGYrOVv5kcRk5pPX3n8q4g,48.8650111,2.2921274,4.1,94,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']","12 Rue de Longchamp, Paris",1
1608,Le Bazar Levallois - Restaurant Bar,restaurant,OPERATIONAL,ChIJTVP5JHNv5kcRFkjSukOihJE,48.8975509,2.2826685,4.3,512,"['restaurant', 'food', 'point_of_interest', 'establishment']","25 Av. de l'Europe, Levallois-Perret",
1609,Mocca Restaurant,restaurant,OPERATIONAL,ChIJ8egIuzdv5kcRflDwJ_7Rugs,48.885304,2.2966186,4.7,216,"['restaurant', 'food', 'point_of_interest', 'establishment']","10 Pl. du Maréchal Juin, Paris",
1610,Résunga Restaurant,restaurant,OPERATIONAL,ChIJVVUhjRpl5kcRpK37A-PuV0U,48.8864392,2.2444917,4.5,364,"['restaurant', 'food', 'point_of_interest', 'establishment']","51 Rue de la République, Puteaux",2
1611,Le Café de Paris,restaurant,OPERATIONAL,ChIJIXf-s-tv5kcRuUFrGADIzeM,48.8738422,2.297803,3.9,1556,"['restaurant', 'food', 'point_of_interest', 'establishment']","45 Av. de Friedland, Paris",2
1612,Ashiana Restaurant,restaurant,OPERATIONAL,ChIJF4RQM5Vv5kcRETlZg7OD00o,48.8772599,2.2994565,4.0,241,"['restaurant', 'food', 'point_of_interest', 'establishment']","229 Rue du Faubourg Saint-Honoré, Paris",2
1613,Le Vinci,restaurant,OPERATIONAL,ChIJK5TcJ-5v5kcRMrT3kVdFonY,48.8705916,2.289452,4.7,103,"['restaurant', 'food', 'point_of_interest', 'establishment']","23 Rue Paul Valéry, Paris",
1614,Elysee St Honore... Cafe ..Restaurant,restaurant,OPERATIONAL,ChIJPRR7qchv5kcRdQn5CNgD8Ew,48.8763906,2.3017943,3.9,968,"['restaurant', 'food', 'point_of_interest', 'establishment']","205 Rue du Faubourg Saint-Honoré, Paris",2
1615,Kok Ping | Restaurant Chinois & Thaï,restaurant,OPERATIONAL,ChIJ-R36Depv5kcRSp_4z5tDYTU,48.873083,2.3002278,4.4,601,"['restaurant', 'food', 'point_of_interest', 'establishment']","4 Rue Balzac, Paris",2
1616,Fuxia - Restaurant Paris 16,restaurant,OPERATIONAL,ChIJ0SSgI_Fv5kcRMM1AKueNdNE,48.870497,2.284925,3.9,368,"['meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","91 Av. Raymond Poincaré, Paris",2
1617,Victoria Paris,restaurant,OPERATIONAL,ChIJ6-EpTOxv5kcRB_7hi3YYXTs,48.8739747,2.2931004,3.6,629,"['restaurant', 'food', 'point_of_interest', 'establishment']","12 Rue de Presbourg, Paris",4
1618,Zaïka Tapas Bar,restaurant,OPERATIONAL,ChIJd_0N7uJl5kcRv4xO4R8-w8Q,48.884043,2.2577571,4.5,76,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","13 Rue de Longchamp, Neuilly-sur-Seine",
1619,Restaurant Ensemble,restaurant,OPERATIONAL,ChIJNyYpusNv5kcR4k5af4V7zdQ,48.8699932,2.2785854,4.7,198,"['restaurant', 'meal_takeaway', 'bar', 'food', 'point_of_interest', 'establishment']","11 Rue Spontini, Paris",
1620,Al Dar Restaurant,restaurant,OPERATIONAL,ChIJ9aDXPPFv5kcRxTem08bENxM,48.870612,2.2849229,3.7,468,"['restaurant', 'food', 'point_of_interest', 'establishment']","93 Av. Raymond Poincaré, Paris",3
1621,Venezia,restaurant,OPERATIONAL,ChIJq46lWwxl5kcR3jlhzFM2Ukc,48.8914558,2.2538366,4.6,242,"['restaurant', 'food', 'point_of_interest', 'establishment']","2 Rue François Couperin, Courbevoie",
1622,Quan Viet,restaurant,OPERATIONAL,ChIJg_E_I75v5kcRQC2Y4FzyqVk,48.8808095,2.3022214,3.9,69,"['restaurant', 'food', 'point_of_interest', 'establishment']","13 Rue Léon Jost, Paris",
1623,Pierre Gagnaire,restaurant,OPERATIONAL,ChIJn82-Depv5kcRbitLK3lP0Bg,48.8732779,2.3003409,4.6,775,"['restaurant', 'food', 'point_of_interest', 'establishment']","6 Rue Balzac 75008, 6 Rue Balzac, Paris",4
1624,Café la Jatte 2 - Le Restaurant,restaurant,OPERATIONAL,ChIJM4eXqxZl5kcRy7EOdjMN2dQ,48.89670599999999,2.270536,4.2,1383,"['restaurant', 'food', 'point_of_interest', 'establishment']","60 Bd Vital Bouhot, Neuilly-sur-Seine",
1625,Le Passage..Restaurant,restaurant,OPERATIONAL,ChIJnwJe0mhl5kcRs65oxVHEAzc,48.8827364,2.2657274,3.9,368,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']","147 Av. Charles de Gaulle, Neuilly-sur-Seine",2
1626,TOI,restaurant,OPERATIONAL,ChIJxbcgKxRl5kcRP0yxUrOWVdQ,48.8978173,2.247715,4.3,1456,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","1 Av. Château du Loir, Courbevoie",2
1627,Restaurant Bus Toqué Paris,restaurant,OPERATIONAL,ChIJAQAwKqxx5kcRGTk1z2e7oAI,48.8705069,2.3039184,4.8,291,"['restaurant', 'food', 'point_of_interest', 'establishment']","67 Av. des Champs-Élysées, Paris",
1628,Restaurant @ Le Metropolitan,restaurant,OPERATIONAL,ChIJO2-Qu5dv5kcRdm8vRwFj4LA,48.8656942,2.2829814,4.9,10,"['restaurant', 'food', 'point_of_interest', 'establishment']","10 Pl. de Mexico, Paris",
1629,Restaurant Au Bon Coin,restaurant,OPERATIONAL,ChIJRXi__3Jv5kcRIhKFrGOByV8,48.88417159999999,2.2885732,4.5,24,"['restaurant', 'food', 'point_of_interest', 'establishment']","3 Rue Alexandre Charpentier, Paris",
1630,Bellini,restaurant,OPERATIONAL,ChIJSeQs4_Jv5kcRlo30LJDtTuQ,48.8756135,2.2872971,3.9,161,"['restaurant', 'food', 'point_of_interest', 'establishment']","28 Rue le Sueur, Paris",3
1631,Restaurant FOREST,restaurant,OPERATIONAL,ChIJDRF7MPJv5kcRAU7WwN5UruE,48.8646227,2.2971916,3.6,630,"['restaurant', 'food', 'point_of_interest', 'establishment']","11 Av. du Président Wilson, Paris",
1632,Restaurant Le Lassani,restaurant,OPERATIONAL,ChIJO8rx851l5kcRxdE14ZrZ74E,48.89854560000001,2.2646645,4.4,427,"['restaurant', 'food', 'point_of_interest', 'establishment']","121 Bd Saint-Denis, Courbevoie",
1633,Restaurant Bar Au Petit Tonneau Levallois,restaurant,OPERATIONAL,ChIJtwpcuZ9v5kcRVrDWJZCLSc8,48.8933645,2.2824316,4.5,72,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']","100 Rue Marius Aufan, Levallois-Perret",
1634,L'atelier deli,restaurant,OPERATIONAL,ChIJ2REf335l5kcRYrWhrS7WGFo,48.8955277,2.2754901,4.2,444,"['restaurant', 'food', 'point_of_interest', 'establishment']","51 Rue Greffulhe, Levallois-Perret",3
1635,VIP Bar,bar,OPERATIONAL,ChIJ8em_Mo1v5kcRTyobnAmKVtk,48.8774587,2.2879803,3.8,11,"['bar', 'point_of_interest', 'establishment']","14 Rue Denis Poisson, Paris",
1636,Le Bar Long,bar,OPERATIONAL,ChIJF5ftlupv5kcR_6TsX14z6Hk,48.87582099999999,2.3004121,4.1,53,"['bar', 'point_of_interest', 'establishment']","37 Av. Hoche, Paris",
1637,The Canadian Embassy Pub,bar,OPERATIONAL,ChIJDebRfIxv5kcRDH8vlYzbBH8,48.8803846,2.2853093,4.2,1097,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","71 Bd Gouvion-Saint-Cyr, Paris",2
1638,UC-61,bar,OPERATIONAL,ChIJMRlOxuxv5kcRZiUpQq9d0Is,48.8766347,2.2939472,4.7,368,"['bar', 'point_of_interest', 'establishment']","4 Rue de l'Arc de Triomphe, Paris",2
1639,Bar Eleven,bar,OPERATIONAL,ChIJJweuvwpl5kcRVA39gNgoMHY,48.8970753,2.2566298,4.8,35,"['bar', 'point_of_interest', 'establishment']","2 Rue de Colombes, Courbevoie",
1640,Lounge Bar,bar,OPERATIONAL,ChIJx8nxaMFv5kcRnI8TRwFto3c,48.872798,2.3049971,4.3,32,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","16 Rue de Berri, Paris",
1641,The Place Lounge,bar,OPERATIONAL,ChIJ972tHw5l5kcRXM74AHHgzJ4,48.88832739999999,2.2509638,4.2,12,"['night_club', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","3 Bd de Neuilly, Courbevoie",
1642,Pleyground Bar,bar,OPERATIONAL,ChIJIVs776Rv5kcRgtJn-pDR2_4,48.8757879,2.3043802,5.0,3,"['bar', 'point_of_interest', 'establishment']","214 Rue du Faubourg Saint-Honoré, Paris",
1643,ApéRock,bar,OPERATIONAL,ChIJK9cLYZNv5kcRu6sHkXXP6ss,48.8787897,2.2954534,4.5,344,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","7 Rue Bayen, Paris",2
1644,L'Ambre,bar,OPERATIONAL,ChIJ1ZI_Io1v5kcRKlpSWc6w0GA,48.8786079,2.2876102,4.7,344,"['bar', 'point_of_interest', 'establishment']","29 Rue Brunel, Paris",2
1645,Mojito Habana,bar,OPERATIONAL,ChIJh0h5S-xv5kcRHUrhCvKz0oM,48.8740074,2.2926852,4.0,518,"['bar', 'night_club', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']","19 Rue de Presbourg, Paris",3
1646,Le T Bar & Cocktails by Le Tsuba Hotel,bar,OPERATIONAL,ChIJm6rhLQRv5kcRvL__oUpR4Bs,48.877756,2.2930822,5.0,4,"['bar', 'cafe', 'food', 'point_of_interest', 'establishment']","45 Rue des Acacias, Paris",
1647,OCEAN PARIS BAR,bar,OPERATIONAL,ChIJtzY6f4pv5kcRhHza35N-lMg,48.8803373,2.2787007,4.2,67,"['bar', 'point_of_interest', 'establishment']","5 Pl. Parmentier, Neuilly-sur-Seine",
1648,1807,bar,OPERATIONAL,ChIJB_mHc2lv5kcRZtHnLXO9qRE,48.87427049999999,2.2982135,4.5,27,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","40 Av. de Friedland, Paris",
1649,Infinito Bar,bar,OPERATIONAL,ChIJzc6yKGBl5kcRiwIdBZPrhW4,48.8796188,2.2785925,4.0,130,"['night_club', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","7 Rue Montrosier, Neuilly-sur-Seine",3
1650,Bar Brasserie Le Torricelli,bar,OPERATIONAL,ChIJPfShQ5Jv5kcRBp5Bwb5U1bk,48.8807245,2.2919525,4.0,4,"['bar', 'point_of_interest', 'establishment']","14B Rue Torricelli, Paris",
